nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,gender
37,101.486486486,1.82792919232,4.83806165462,100,85,15.7198817505,85,165,90,110,20,Male
38,97.2368421053,0.54413884936,-0.0447080316956,95,95,10.3044042973,80,125,90,103.75,13.75,Male
162,167.510288066,0.161598038829,-1.55330957944,180,120,44.574365243,120,275,120,210,90,Female
401,103.680440265,1.01208993882,0.271584337345,90,40,60.5210974988,21.768707483,275,70,125,55,Male
70,168.72923588,0.754564615765,-0.823635710523,150,115,55.6673091595,110,275,115,200.261627907,85.261627907,Male
290,111.008374384,1.96916056256,2.66421188611,90,90,44.8316868659,80,265,90,90,0,Male
147,92.3129251701,-0.759378641502,2.3518601945,95,95,29.8822639183,25,205,90,110,20,Male
136,91.8616198136,-1.17354144318,-0.376825937799,105,105,36.0762694206,21.3404468156,135,100,115,15,Male
97,96.4658811978,-1.62465678735,1.0069970034,110,110,31.8030237927,22.8571428571,135,100,115,15,Male
123,95.5550302238,-1.59951851442,1.00572325974,105,105,30.8980828659,21.5198386012,140,100,110,10,Male
139,93.8313700029,-1.32713594357,0.456779741895,105,100,32.7162762815,21.0387902696,145,100,110,10,Male
45,209.888888889,-0.531013581648,0.0827824100409,215,220,22.1732794369,160,255,200,220,20,Male
24,142.291666667,1.40316454541,1.12498853778,115,110,44.9531971116,110,260,110,171.25,61.25,Male
178,116.661048689,1.80310290556,2.46512923608,90,90,47.8225166843,45,275,90,132.5,42.5,Female
203,118.076002815,1.76179262028,1.95470252951,90,90,51.4390601546,86.6666666667,275,90,122.5,32.5,Female
194,117.522091311,1.4705594197,1.090645006,90,90,45.4690794158,80,270,90,150,60,Female
224,118.989583333,1.59590548339,1.21604043299,90,90,52.8053797034,80,275,90,146.25,56.25,Female
219,126.97869102,3.17372247917,12.7247192308,120,120,16.2580519804,70,205,120,125,5,Male
248,123.971774194,1.3644011155,16.6632498403,120,120,13.3369488004,40,200,120,125,5,Male
253,127.707509881,3.204666215,11.0721018798,120,120,15.7262093022,110,205,120,130,10,Male
55,156.121212121,-0.27473757533,-1.31294761396,160,245,79.7952269056,25,265,92.5,232.5,140,Male
130,123.851648352,0.969392552485,2.94883455104,115,115,43.0759520663,22.8571428571,270,106.25,130,23.75,Male
115,137.869565217,0.825924158262,-0.442161979871,110,110,57.8455998461,25,265,105,195,90,Male
146,134.04109589,1.0153307994,0.642910612164,120,115,56.4422212402,25,275,105,130,25,Male
144,158.4375,0.264462426901,-1.46323006072,125,110,55.9931442666,40,275,110,210,100,Male
114,130.215121136,0.73132190813,2.34524979675,125,125,46.3942954396,22.8571428571,265,115,140,25,Male
133,144.285714286,0.69609805864,-0.556145187328,120,115,55.4650294795,25,270,110,200,90,Male
90,139.666666667,0.96431507864,-0.15322232379,115,110,57.8686251589,40,275,110,168.75,58.75,Male
133,143.392409595,0.945635658491,1.03249043024,130,125,52.3575477935,22.8571428571,265,120,150,30,Male
146,152.979452055,0.437721010016,-1.27803409841,120,105,60.4452054795,25,265,105,215,110,Male
94,144.14893617,0.976314560786,0.312223366566,130,120,45.9048408532,40,265,115,163.75,48.75,Male
154,134.004329004,0.767435127797,0.0229865100879,115,110,57.1031444058,25,270,105,135,30,Male
89,208.948635634,-1.58108204494,1.19434848641,230,255,73.1623520844,30,275,205,255,50,Male
74,209.864864865,-1.39918922454,1.32343538484,215,210,59.53634464,35,275,201.25,255,53.75,Male
149,165.738255034,0.30424382685,-1.52740731275,130,120,53.9182075028,85,265,120,220,100,Male
93,175.967741935,-0.100528376593,-0.891399929429,185,120,49.4336639494,90,275,120,210,90,Male
141,162.745694022,0.478211581278,-0.572654955226,173.333333333,130,33.271243775,120,265,130,180,50,Male
172,168.450996678,0.231176231015,-0.335187731183,175,180,31.0597012561,120,251.428571429,130,180,50,Male
153,165.605353252,0.264238926453,-0.592377741027,175,180,30.8685040704,120,245,130,180,50,Male
94,103.634751773,1.0947933501,1.1025688023,90,85,45.0249226795,25,245,85,105,20,Male
124,123.870967742,0.472543382588,0.247356050808,115,90,55.1312170427,25,275,90,156.25,66.25,Male
124,132.782258065,0.247645665112,-0.653017433666,115,115,64.4026597933,25,275,90,191.25,101.25,Male
149,102.248322148,0.928572747462,2.77818372284,100,95,40.8156612329,25,250,90,110,20,Male
291,106.26984127,3.65029046904,14.0436575298,100,100,25.7111989072,70,245,100,100,0,Male
85,154.305322129,0.93465090897,-0.358127796701,130,120,47.0987855533,85,270,120,195,75,Female
35,202.619047619,-0.452626347895,-0.919530329135,220,220,48.2935562337,120,275,177.5,232.5,55,Female
203,119.753694581,3.19536127248,20.9480896946,120,120,21.4943783152,40,265,110,120,10,Male
105,112,1.24492722296,1.76790228486,100,75,38.0137819619,25,255,85,130,45,Male
135,132.529586647,-0.139292526458,5.53408067313,135,140,35.9490717647,28.4090909091,255,127.5,140,12.5,Male
89,191.179775281,-1.20770909613,1.17176534894,200,205,35.521970349,80,260,185,215,30,Male
51,197.450980392,-1.04216798265,1.93449717324,200,200,27.4106847104,115,255,190,210,20,Male
261,125.654077723,2.47188737687,13.4794646517,120,120,21.1321266886,75,260,115,130,15,Male
233,122.639280605,2.91354596565,11.2034082966,120,120,30.7119937826,75,270,110,125,15,Male
162,160.917107584,0.0349296625137,-1.05716453569,155,265,73.7919809149,30,275,100,255,155,Male
255,130.837535014,0.369427976423,-1.45120139373,100,235,78.2767124576,25,240,80,235,155,Male
135,113.185185185,1.85096380227,3.85218760488,110,105,13.3556397771,95,165,105,115,10,Male
99,114.141414141,0.921507896999,0.166940006119,110,105,14.4081977935,95,155,105,122.5,17.5,Male
118,117.754237288,3.64357310035,18.653312371,112.5,105,21.5952507493,95,260,105,120,15,Male
117,116.709401709,0.808440616257,0.696676007729,115,105,14.2349394572,95,170,105,125,20,Male
114,113.289473684,1.31973175694,1.34312940913,110,110,12.8046891659,95,150,105,115,10,Male
122,113.93442623,0.997593095408,0.661041324233,110,110,10.7358276422,95,145,105,120,15,Male
401,136.307985634,0.988475038235,0.738783912234,120,120,53.1896250705,25,275,110,140,30,Male
36,112.638888889,0.285088320146,-0.926113631312,135,25,76.8339308646,25,275,28.75,161.25,132.5,Male
77,163.025974026,-0.323972142638,0.900347834175,160,160,57.7695767742,25,275,140,170,30,Male
46,157.782608696,-0.296653159805,-1.13047487935,160,30,85.1134570271,25,275,135,240,105,Male
64,135.558035714,-0.287229068409,-0.520730997224,142.5,30,66.1550470811,25,270,115,160,45,Male
115,156.579710145,-0.0613327512668,0.0922398752455,150,120,49.924505072,25,270,120,190,70,Male
163,153.952673094,1.06045081904,0.0335044627111,120,120,44.2574534667,110,275,120,185,65,Male
176,151.071428571,0.691328364887,0.157754383113,120,120,45.1921403062,30,275,120,185,65,Male
105,175.333333333,0.491888919889,-0.791714735776,160,140,51.7699428639,45,275,140,220,80,Male
32,127.1875,0.253422116946,-1.53768923534,135,40,88.4143079131,25,270,40,187.5,147.5,Male
70,146,0.109976372568,-0.282024404909,145,135,66.1200207415,25,275,116.25,180,63.75,Male
43,186.395348837,-0.229886955474,-1.60651644966,195,110,56.9508721516,105,275,117.5,240,122.5,Male
266,125.432330827,2.60008197316,6.93377615939,120,120,19.4448595711,80,205,120,120,0,Male
286,124.335664336,3.82972957094,17.375634255,120,120,15.3597621885,90,210,120,120,0,Male
83,104.853700516,3.60488467772,11.8975284564,100,100,31.422656116,70,245,100,100,0,Male
35,215.142857143,-1.03256452003,-0.622532104697,250,270,68.8734420543,70,275,177.5,270,92.5,Male
360,145.247089947,0.32829752865,-1.38024116608,92.380952381,90,59.1508336451,35,270,90,190,100,Female
129,115.930232558,0.202079242617,-0.939078656902,100,90,47.8845812031,25,215,80,155,75,Male
155,107.986175115,0.349734619877,-0.805516599975,95,25,56.1386691235,22.8571428571,225,80,157.5,77.5,Male
165,130.545454545,0.133430217832,-1.03886086824,110,95,63.8925770485,25,255,95,195,100,Male
209,215.379357485,-0.864563281197,0.399448699721,220,220,34.0316561078,120,275,205,240,35,Male
157,183.25781013,-0.207898032738,-1.53103830478,215,120,51.6076211866,120,275,120,220,100,Male
142,149.154929577,1.29322118019,0.250886741498,120,120,49.7492721689,95,275,120,170,50,Male
158,150.411392405,1.27131346147,0.0035963673185,120,120,52.4614541736,95,275,120,165,45,Male
161,139.084590358,0.521087850338,-0.68066835727,120,110,66.0083457003,25,275,95,195,100,Male
126,126.428571429,0.509611919601,-0.531346122353,115,25,69.4160939863,25,270,85,160,75,Male
207,112.826086957,0.720688589281,3.06073224978,115,120,38.3488777009,25,255,100,120,20,Male
202,109.166666667,-0.323033873626,2.74613373452,120,120,35.0621207321,25,245,100,120,20,Male
210,110.80952381,0.887911872318,5.59592101474,115,120,35.894181844,25,270,100,120,20,Male
235,109.985815603,-0.190226717001,4.74783007614,115,120,29.8609826664,25,240,100,120,20,Male
242,104.313262495,0.274948162748,-0.621202206063,115,130,56.0629893866,25,230,40,130,90,Male
221,120,14.8660687473,218,120,120,9.55925534635E-16,120,120,120,120,0,Male
239,119.623430962,-15.3624282482,234.004201681,120,120,5.80942416673,30,120,120,120,0,Male
239,120,7.72981241687,56.75,120,120,1.838447552E-15,120,120,120,120,0,Male
152,157.280075188,0.433208122447,-0.502166390027,150,205,46.0831508127,40,275,120,205,85,Male
143,145.104895105,1.10576869509,0.24432181665,125,205,47.6785145036,75,275,115,165,50,Male
152,146.932330827,0.895285079745,-0.11269054674,135,115,38.0345818511,90,270,115,175,60,Male
153,138.529411765,1.29709763381,3.83706477844,135,115,33.0768680547,40,275,115,155,40,Male
135,130.209876543,0.825460037191,1.6560639778,125,125,50.6323916027,25,275,110,140,30,Male
154,145.779220779,1.15789013059,1.14521040739,135,205,43.1139003036,40,275,115,155,40,Male
153,161.901960784,0.572720435796,-0.849674835089,150,210,48.0284181543,90,275,120,210,90,Male
163,143.834355828,0.640577802714,0.299798198558,130,205,47.1798885878,35,270,115,165,50,Male
171,124.261208577,0.228742122516,0.800378714351,120,115,45.6033909042,25,260,105,145,40,Male
203,155.993666432,0.741059446516,-0.446078626591,140,205,42.5113431435,95,275,120,205,85,Male
160,137.919047619,1.55826046483,1.99361635952,130,110,35.5555666808,100,275,115,145,30,Male
147,144.331713638,0.907227641396,0.132538055998,130,120,47.6973339038,40,275,110,160,50,Male
138,144.734299517,1.03882569778,0.323149333245,125,125,50.0785399158,40,270,115,153.75,38.75,Male
130,155.68974359,0.633139470932,-0.457870555456,145,210,48.6147807087,45,275,116.25,210,93.75,Male
147,151.206673145,0.998506836587,0.169702600786,140,110,44.2531486955,80,275,117.5,177.5,60,Male
161,138.109435078,0.290151753958,0.499191070438,130,205,44.8322145498,30,270,115,160,45,Male
161,157.31292517,0.474366707045,-0.648261953524,150,205,43.136364301,70,275,125,205,80,Male
156,148.028083028,0.395715479308,0.261647758173,140,205,42.0692291818,35,275,118.75,175,56.25,Male
125,150.547047619,0.635957571317,-0.130170472276,140,115,42.5550839471,35,275,120,180,60,Male
86,124.88372093,0.650048803428,0.887346411641,115,110,50.5951598486,25,245,106.25,128.75,22.5,Male
138,146.292270531,1.05646966634,-0.342301001281,120,90,64.5126091221,70,275,90,180,90,Male
154,154.777056277,-0.292987054033,-0.909102876038,130,120,74.7418844156,24,275,120,215,95,Male
60,168.666666667,0.503034378394,-1.19947126239,147.5,140,51.4527831015,100,270,125,230,105,Male
36,199.583333333,-0.720923471276,-0.983155352224,245,260,74.8551842634,25,275,120,260,140,Male
116,170.215517241,0.466692896054,-1.51978677731,132.5,120,57.1386405331,100,270,120,231.25,111.25,Male
16,36.875,1.89615273585,2.42414597507,32.5,25,15.2965478132,25,80,28.75,36.25,7.5,Male
100,116.45,0.701279303227,-0.145436827023,100,90,48.8891347847,30,235,90,121.25,31.25,Male
162,140.047031158,0.932734339786,1.46932308141,140,140,41.5382318811,45,275,115,150,35,Male
176,129.651244589,1.30287399069,0.749851226371,110,110,47.9716088898,68.5714285714,270,95,140,45,Male
144,140.8125,0.829231616638,0.176407441867,140,140,48.4263587346,40,270,103.75,150,46.25,Male
132,141.940836941,0.975106092598,0.197542029492,140,140,46.9426481433,80,260,105,151.25,46.25,Male
138,177.572463768,0.236145807152,-1.29019389583,160,135,52.0529117204,70,275,135,240,105,Male
65,107.538631911,0.949831938586,0.781120833372,95,95,44.7739232879,25,235,90,110,20,Male
49,194.591836735,0.107564116492,-0.695032765439,195,195,41.5618144835,125,270,180,220,40,Male
104,180.503663004,-1.22752898576,20.6163311775,180,180,24.0660926144,25,275,180,180,0,Male
79,179.377938517,-4.10417138584,41.752133238,180,180,13.316779834,80,240,180,180,0,Male
67,145.692963753,-0.981504642958,-0.293522562938,180,180,49.8112444061,25,210,120,180,60,Male
112,181.295918367,3.14594379501,26.2873138521,180,180,12.3891365359,120,260,180,180,0,Male
110,181.609090909,5.49635276429,31.8658403328,180,180,10.6337872496,160,255,180,180,0,Male
70,184.080952381,2.47827588128,9.31195212039,180,180,20.3238413219,120,265,180,180,0,Male
99,179.018759019,-9.7860271023,93.8523287165,180,180,10.0064841164,80,182.857142857,180,180,0,Male
68,181.004901961,7.96039930327,61.9943241976,180,180,9.07548098206,173.333333333,255,180,180,0,Male
118,164.033898305,-1.01291801438,1.28889746072,180,180,30.3071654008,40,245,120,180,60,Male
85,162.912044818,-0.898039657536,0.941353199062,180,180,48.344769938,30,265,180,180,0,Male
54,184.339506173,4.14264156792,16.0433297813,180,180,17.618907112,176,275,180,180,0,Male
50,183.6,4.49577348144,18.6500371076,180,180,15.8442418563,180,260,180,180,0,Male
73,133.369863014,-0.386366464886,-0.456754132164,130,180,52.9133452492,25,255,105,180,75,Male
60,180.523809524,-0.525354433875,6.78399893285,180,180,28.3013625146,68.5714285714,270,180,180,0,Male
80,169.616666667,-2.33129308214,6.14737166139,180,180,36.756862549,30,245,180,180,0,Male
55,178.649350649,-3.74373007763,30.3656560332,180,180,21.7856281571,40,260,180,180,0,Male
40,123,6.08486984459,35.0256410256,120,120,18.7349939952,120,240,120,120,0,Male
65,180.751648352,0.988704605245,9.71481076743,180,180,20.3195396202,120,275,180,180,0,Male
22,162.045454545,0.557880836841,-1.47099282659,120,120,60.5028002904,80,270,120,230,110,Male
16,185,0.127139743757,-1.82468361033,172.5,120,66.4266512779,120,275,120,242.5,122.5,Male
25,163.2,0.582022919807,-1.46575298345,120,120,61.9496569805,80,275,120,235,115,Male
30,154.666666667,1.14176265629,-0.585139615703,120,120,58.2799755967,120,270,120,198.75,78.75,Male
23,160,0.749812679699,-1.26799917891,120,120,55.6971625224,120,270,120,220,100,Male
16,126.979166667,1.2094910234,1.80367993904,120,120,49.2380087983,40,255,120,120,0,Male
23,145.942028986,0.928932441918,-0.647095883872,120,120,50.3965580619,66.6666666667,240,120,167.5,47.5,Male
25,153.6,0.9751400877,-0.717445714384,120,120,56.807041817,80,275,120,220,100,Male
21,151.428571429,1.28206777586,-0.272627250635,120,120,56.6346448139,120,275,120,120,1.42108547152E-14,Male
21,144.285714286,0.872461056129,-0.131276641138,120,120,55.7051274524,40,255,120,120,0,Male
26,155,0.644563213879,-0.870557466005,120,120,61.8154822529,40,270,120,223.75,103.75,Male
15,144.333333333,1.52881936069,0.387746403345,120,120,48.8489736046,120,255,120,120,0,Male
32,171.5625,0.493221978945,-1.61270008759,120,120,63.5098110039,120,275,120,236.25,116.25,Male
29,159.482758621,0.655166431747,-1.38609113837,120,120,58.3737191041,80,255,120,230,110,Male
12,128.75,3.01511344578,7.09090909091,120,120,29.0204669156,120,225,120,120,0,Male
39,124.487179487,2.90778708971,13.0684891171,120,120,31.8810865842,40,275,120,120,0,Male
41,132.43902439,2.79634450306,5.99055539982,120,120,38.160795091,120,265,120,120,0,Male
35,148.142857143,1.00551981218,-0.14380133918,120,120,56.2530724784,40,265,120,150,30,Male
31,124.516129032,2.75689132349,8.05333041597,120,120,29.3849544207,80,230,120,120,0,Male
33,146.818181818,1.47122378114,0.259729266247,120,120,52.1480727123,120,270,120,120,1.42108547152E-14,Male
19,151.578947368,1.20993610303,-0.34042974273,120,120,53.9017779118,120,265,120,170,50,Male
49,122.021379981,0.949120529116,1.77211394552,120,120,42.8998039061,35,240,110,120,10,Male
48,114.589285714,0.347029865823,2.06603406783,120,120,40.3610262038,30,240,113.75,120,6.25,Male
23,116.52173913,-4.47721504347,18.0454545455,120,120,16.3144895994,40,120,120,120,0,Male
60,123.666666667,1.81280159332,10.2735420938,120,120,28.8222522059,25,250,120,120,0,Male
52,125.769230769,2.34921117021,5.99325711591,120,120,32.6606181254,70,240,120,120,0,Male
37,118.918918919,-5.83333333333,32.0277777778,120,120,6.48648648649,80,120,120,120,0,Male
63,118.703703704,0.795739677074,3.23981348401,120,120,39.7927218143,25,260,120,120,0,Male
69,109.953071084,0.527108474638,-0.166256283804,100,80,52.0958288623,25,260,75,145,70,Male
67,102.9445629,0.719293184828,0.171025162485,100,35,57.9456558205,25,275,45,136.071428571,91.0714285714,Male
69,118.212560386,0.77607074432,0.164068309809,115,120,62.7440926517,25,275,80,145,65,Male
59,101.881355932,0.480505027885,0.668109455649,100,120,47.8313012703,25,260,75,120,45,Male
57,119.912280702,0.547254458581,0.21166718284,120,120,52.9770823347,30,245,80,140,60,Male
52,115.78021978,0.813871112492,0.494545896536,106.785714286,100,58.500274802,25,275,75,145,70,Male
52,121.773809524,0.675534234572,0.0370431004327,115,115,55.9066899991,28.5714285714,255,83.75,151.25,67.5,Male
64,113.765625,0.516258818288,-0.411855322747,105,30,60.4250189539,30,255,80,146.25,66.25,Male
64,103.645833333,0.519605761516,-0.382053763821,100,25,60.5493335074,25,265,43.75,136.25,92.5,Male
62,115.838709677,0.652254627464,-0.182774981582,111,120,60.159785504,25,275,71.25,138.75,67.5,Male
55,115.454545455,0.617708859198,-0.492490357168,106.666666667,40,65.0061803942,25,270,70,152.5,82.5,Male
51,106.605975724,0.616338853443,0.337764296552,105,120,54.3135922639,25,265,70,134.166666667,64.1666666667,Male
61,109.098360656,0.550529988672,-0.0810344667017,100,120,54.5452918957,25,250,80,135,55,Male
61,108.879781421,0.79418240762,0.739650977093,106.666666667,120,49.3507218206,25,250,80,120,40,Male
62,120.774193548,0.67061417519,-0.387622239352,105,90,68.1065150962,25,275,80,163.75,83.75,Male
73,112.251141553,0.571113394729,-0.0919758465039,120,120,56.1401752038,25,240,80,140,60,Male
60,120.638888889,0.693153510399,-0.119092844477,120,120,63.8743932831,25,275,75,143.75,68.75,Male
60,94.7777777778,0.301734539238,-1.0446681595,90,35,50.7390368595,25,195,40,131.25,91.25,Male
60,108.611111111,0.855267501721,0.453265254367,105,120,54.5148354483,25,255,75,126.25,51.25,Male
66,104.738095238,0.566594439418,0.143157181369,102.5,40,52.9867638653,25,260,75,135,60,Male
54,113.478835979,0.638680394394,0.885446037654,117.5,120,51.5563687616,25,275,81.25,133.75,52.5,Male
62,107.077572965,1.10323231347,1.31237213606,95,90,55.2859479639,25,275,75,125,50,Male
57,117.409356725,0.650106540666,-0.252846636542,110,90,59.2665047638,25,250,80,136,56,Male
36,112.797619048,0.533143678384,-0.165094518479,112.5,30,58.4838619037,25,255,73.75,152.5,78.75,Male
54,116.909171076,0.631268647776,0.0332989656989,120,120,59.1926323306,25,265,80,145,65,Male
64,112.510416667,0.54364175866,0.579548337934,105,120,50.2454727352,25,270,83.75,141,57.25,Male
61,102.68618267,1.09304167041,1.30598476346,97.1428571429,40,58.371331362,25,275,72,125,53,Male
53,111.274932615,0.706805142637,0.289681014484,110,120,57.8920523255,24,265,75,133.333333333,58.3333333333,Male
46,122.601449275,0.669649539482,-0.490357000493,110,120,69.8386976617,30,275,75,165,90,Male
58,132.052545156,0.55080721055,-0.265218381617,120,120,65.8639669207,30,275,86.25,155,68.75,Male
51,102.980392157,0.534658613891,-0.596765173949,90,35,60.7503700291,25,260,40,147.5,107.5,Male
48,128.645833333,0.61609399303,0.214779531626,120,120,58.2446312202,25,275,93.75,156.25,62.5,Male
65,126.245421245,0.451724337646,-0.571467199446,120,40,67.2271153083,25,275,80,165,85,Male
59,116.021791768,0.618180760744,-0.57325441625,96,30,72.7810114203,22.8571428571,275,55,155,100,Male
53,109.541778976,0.486100232285,0.605339484923,115,120,51.5396551029,25,265,75,135,60,Male
64,118.063244048,0.6360334147,0.0809838001103,117.5,80,63.0599126485,25,275,80,151.25,71.25,Male
56,130.344387755,0.390862809294,-0.556464436511,125,40,62.3816650989,30,275,87.5,165,77.5,Male
51,118.135387488,0.535091040909,-0.250448405313,120,120,62.0100708613,25,260,85,147.5,62.5,Male
47,137.446808511,0.378108655783,-0.323385348763,120,120,60.9749891212,25,270,120,177.5,57.5,Male
53,123.867924528,0.32646241157,-0.467330801672,120,120,61.3729821129,25,250,85,150,65,Male
53,131.666666667,0.655218283002,-0.143979859947,120,120,61.9139187367,30,275,95,180,85,Male
49,137.774538387,0.940255475866,0.274543272878,120,120,61.1806636606,30,275,120,120,1.42108547152E-14,Male
60,127.456349206,0.631254741344,-0.409496710818,120,120,68.4161807892,25,275,83.75,156.25,72.5,Male
62,128.155913978,0.76794543475,0.0667462706871,120,120,60.1512346618,25,270,91.25,133.75,42.5,Male
58,103.349753695,0.765785430225,0.938163978517,107.5,120,50.8141331142,25,245,75,120,45,Male
46,117.942028986,0.474566682916,-0.0989226018009,120,120,51.4833730651,25,240,81.6666666667,141.25,59.5833333333,Male
53,121.963162624,0.47722906558,-0.271727578247,120,120,61.3201175551,25,270,80,160,80,Male
57,127.435254804,0.864469252775,1.78412740308,120,120,40.9864883308,25,245,105,145,40,Male
45,120.603174603,0.541525236197,-0.400389017545,120,120,66.2149587397,25,260,85,140,55,Male
55,121.048484848,0.646341747808,-0.459173922701,105,100,68.1015705534,25,275,82.5,155,72.5,Male
55,116.818181818,0.84376503191,0.30486600546,105,120,59.5871933289,25,275,80,140,60,Male
50,114.181904762,0.926795229399,0.251910132833,105,120,62.8002460313,30,260,76.25,131.071428571,54.8214285714,Male
47,120.221884498,0.679655683986,-0.382642927407,110,120,66.2276879477,25,265,80,160,80,Male
53,113.466307278,0.409921462197,0.201437924556,115,120,49.4984327118,22.8571428571,240,85,135,50,Male
54,116.097883598,0.262609388165,-1.01329212034,120,30,67.239014798,25,260,45,163.75,118.75,Male
60,113.493650794,0.878623771597,-0.0984484275156,102.5,70,65.011378716,25,270,70,140,70,Male
46,119.051759834,0.681984685838,0.0784959156989,110,95,63.2806236443,24,275,80,147.5,67.5,Male
53,110.610961366,0.536475660317,-0.466851274377,100,120,60.7488936376,25,260,75,150,75,Male
54,120.374779541,0.563088879505,-0.541029771965,115,120,66.1280617803,25,265,75,166.25,91.25,Male
56,131.568877551,0.440382880501,-0.657610641981,132.5,140,73.038671868,25,275,73.75,172.321428571,98.5714285714,Male
52,115.044871795,0.615052522502,-0.415637942646,104.5,35,65.1672414181,25,270,70,161.25,91.25,Male
53,110.175202156,0.887035323712,0.297327284783,100,120,65.9124671381,25,270,70,140,70,Male
52,136.262820513,0.46437763375,-0.88520276938,120,80,65.77884264,25,270,85,187.5,102.5,Male
43,135.395348837,0.454097824428,-0.398326027863,120,120,64.8853194583,25,275,92.5,175,82.5,Male
48,124.930555556,0.506934067832,-0.718461625584,117.5,75,71.3145081057,25,270,75,172.5,97.5,Male
49,111.802721088,0.580250963433,-0.605895993681,105,40,64.7004581873,25,255,45,140,95,Male
53,115.584007188,0.76125249018,-0.466294501133,100,35,73.0697876627,25,275,45,135,90,Male
48,121.334325397,0.713643863189,-0.0399923348835,117.5,120,63.597761838,25,270,83.75,145,61.25,Male
52,110.798534799,0.727517160912,-0.616355876497,92.5,40,71.3541343612,25,270,45,142.5,97.5,Male
57,125.056808688,0.578398299155,-0.518882877041,120,40,67.5603404761,25,275,70,160,90,Male
41,111.817653891,0.88671548478,1.02859780641,106.666666667,40,55.2974308877,25,275,75,137.142857143,62.1428571429,Male
47,132.914893617,0.560341181951,-0.463281358753,120,100,65.2483333332,25,275,87.5,177.5,90,Male
56,133.954931973,0.1898528942,-0.841084006855,120,120,64.8382868014,25,265,88.75,185,96.25,Male
49,122.303206997,0.984149013064,0.226555053143,105,70,62.8143482248,32,270,75,145,70,Male
56,129.651360544,0.629042745602,-0.310147941287,112.5,100,60.4518297574,25,270,85.5357142857,162.5,76.9642857143,Male
45,103.593650794,0.376754099326,-0.134298679071,100,80,47.580593574,30,240,75,140,65,Male
57,120.14619883,0.603071830051,-0.61363926419,100,70,67.033552378,25,275,70,155,85,Male
47,119.163120567,0.81729119404,-0.272638688678,100,105,70.4927003203,22.8571428571,275,77.5,145.5,68,Male
47,113.931104357,0.595455597275,0.0516519045869,115,120,56.0314251719,25,255,80,130,50,Male
47,102.185410334,0.193169812444,-0.73149721879,120,120,52.424508219,25,225,45,127.5,82.5,Male
48,119.479166667,0.60262525911,-0.489507727116,100,100,64.5848174113,25,255,75,157.5,82.5,Male
50,122.9,0.422158824783,-0.528558876766,112.5,70,64.9622197897,25,275,72.5,168.75,96.25,Male
52,99.6153846154,0.715151547423,-0.125414774326,90,45,55.9003763047,25,245,45,131.25,86.25,Male
56,126.237244898,0.531086583551,-0.706175469176,117.5,120,67.7207936078,25,260,80,168.75,88.75,Male
48,106.331349206,0.914362687665,0.263189002335,102.5,110,64.1204496501,25,270,45,121.25,76.25,Male
53,118.863432165,0.730548060103,-0.0248489879348,110,120,63.1524116948,25,275,75,160,85,Male
51,118.895424837,0.772745234728,-0.474719589634,100,75,67.1442206188,30,275,75,153.5,78.5,Male
56,117.217687075,0.553655715891,-0.691835426185,117.5,40,69.7766143028,22.8571428571,275,45,162.5,117.5,Male
57,110.304928989,0.8623823763,-0.327046657941,90,90,68.4768381631,25,255,70,135,65,Male
48,114.972222222,0.591550552093,-0.83963722469,115,120,74.0413370947,25,266.666666667,43.75,148.75,105,Male
11,183.181818182,-0.40092544651,-1.29952945842,225,120,76.2553344564,40,270,120,252.5,132.5,Male
44,106.113636364,0.849476121628,0.656540312416,105,120,56.2979960523,24,255,73.75,121.25,47.5,Male
42,134.166666667,2.06953596904,3.24073391518,120,120,44.6803017568,70,270,120,120,0,Male
37,120.36036036,0.261674107309,4.04294406512,120,120,32.8389809364,25,230,120,120,0,Male
34,116.323529412,-1.35971235634,4.48161997435,120,120,21.1892322658,40,165,120,120,0,Male
35,142.142857143,1.84449674341,1.58801943311,120,120,49.2846790782,120,275,120,120,0,Male
33,120.12987013,-1.39806694271,12.6361003757,120,120,10.1875646387,75,154.285714286,120,120,0,Male
49,117.031098154,0.707838748078,0.800678056484,120,120,52.9908198108,25,255,90,120,30,Male
18,122.222222222,2.33705173399,7.81732736601,120,120,41.6073652075,45,275,120,120,0,Male
48,146.923611111,0.250086926967,-1.16008910116,130,275,77.7604714749,24,275,80,218.75,138.75,Male
48,125.228174603,0.545820443446,-0.630600413007,117.5,120,71.9356333907,25,275,78.75,167.5,88.75,Male
55,125.755844156,0.532827406546,-0.723615053857,115,45,67.5565799222,25,275,77.5,167.5,90,Male
54,116.978835979,0.680153024712,-0.445657621714,102.5,100,70.4167295678,22.8571428571,275,70,146.25,76.25,Male
58,115.902298851,0.787967661753,-0.414012537104,97.5,40,70.1032902038,24,275,70,163.75,93.75,Male
52,132.980769231,2.50353701255,4.97868669432,120,120,39.6530580762,80,270,120,120,0,Male
66,125.692640693,0.597834821801,-0.634333910789,120,40,71.8538174612,22.8571428571,275,74.4642857143,158.75,84.2857142857,Male
47,108.930091185,0.631249202433,-0.176233505365,100,75,54.3179927241,24,240,75,131.666666667,56.6666666667,Male
48,126.944444444,0.537673604536,-0.56415007528,115,45,67.6407426166,25,270,75,161.25,86.25,Male
66,131.368686869,0.423037462761,-0.545124258429,120,120,65.4135800929,25,270,85,163.75,78.75,Male
69,146.801242236,0.0955129369226,-1.38209176425,140,45,81.8454521311,25,275,75,220,145,Male
